sigla_da_torre;nome_da_torre;detentora;endereco;lat;lon;capacitado
K41;NILÓPOLIS - NLP I01 - GVT;PESQUISANDO;RUA ERNESTO CARDOSO, 143;-22.802333;-43.421569;NÃO
K42;NITERÓI - NRI A26 - GVT;PESQUISANDO;RUA MIGUEL DE FRIAS, 123;-22.9018;-43.114197;NÃO
K43;NITERÓI - NRI A27 - GVT;PESQUISANDO;RUA MIGUEL DE FRIAS, 123;-22.9018;-43.114197;NÃO
K44;RIO DE JANEIRO - RJO A56 - GVT;PESQUISANDO;RUA DOUTOR RENATO ROCCO, 79;-22.926656;-43.228094;NÃO
K45;RIO DE JANEIRO - RJO A57 - GVT;PESQUISANDO;RUA FRANCISCO MURATORI, 31;-22.915367;-43.182433;NÃO
K46;RIO DE JANEIRO - RJO I03;PESQUISANDO;RUA VOLUNTÁRIOS DA PÁTRIA, 117;-22.951897;-43.185564;NÃO
K47;RIO DE JANEIRO - RJO I04 - GVT;PESQUISANDO;RUA TIROL, 814;-22.93935;-43.334872;NÃO
K48;RIO DE JANEIRO - RJO I35 - GVT;PESQUISANDO;RUA SILVA PINTO, 133;-22.9124;-43.248114;NÃO
K49;RIO DE JANEIRO - RJO I99 - GVT;PESQUISANDO;AVENIDA VIEIRA SOUTO, 460;-22.986233;-43.208283;NÃO
K4X;RIO DE JANEIRO - RJRJO_G1I61;PESQUISANDO;RUA VOLUNTÁRIOS DA PÁTRIA, 117;-22.951897;-43.185564;NÃO
K51;NITERÓI - NRI A58 - GVT;PESQUISANDO;RUA GENERAL PEREIRA DA SILVA, 82;-22.903514;-43.113522;NÃO
K52;RIO DE JANEIRO - RJO C04 - GVT;PESQUISANDO;RUA DOUTOR CRESPO, S/N;-23.012744;-43.477925;NÃO
K53;NITERÓI - NRI A53 - GVT;PESQUISANDO;AVENIDA ALMIRANTE TAMANDARÉ, 21;-22.951275;-43.098939;NÃO
K54;RIO DE JANEIRO - RJO C10 - GVT;PESQUISANDO;RUA JORGE EMÍLIO FONTENELLE, 245;-23.013436;-43.4517;NÃO
K55;RIO DE JANEIRO - RJO C05 - GVT;PESQUISANDO;RUA CLAUDE MONET, 18;-23.010892;-43.466714;NÃO
K56;RIO DE JANEIRO - INTRAG DISTR DE TITULOS ELEVADORES MOBILIARIOS LTDA - GVT;PESQUISANDO;RUA VOLUNTÁRIOS DA PÁTRIA, 113;-22.951825;-43.185353;NÃO
K57;RIO DE JANEIRO - RJO C17 - GVT;PESQUISANDO;RUA BABAÇU, 307;-22.814594;-43.197869;NÃO
K58;RIO DE JANEIRO - RJO A72 - GVT;PESQUISANDO;RUA PROFESSOR GABIZO, 21;-22.922586;-43.220283;NÃO
K59;RIO DE JANEIRO - RJO A04 - GVT;PESQUISANDO;RUA VICENTE DE SOUSA, 16;-22.946861;-43.186606;NÃO
K60;RIO DE JANEIRO - RJO C07 - GVT;PESQUISANDO;RUA CLEMENTINA DE JESUS, 81;-23.023836;-43.487494;NÃO
K61;RIO DE JANEIRO - RJO C11 - GVT;PESQUISANDO;AVENIDA ALBERT SABIN, 100;-23.027269;-43.469381;NÃO
K62;RIO DE JANEIRO - RJO C18 - GVT;PESQUISANDO;RUA MORAVIA, 280;-22.806756;-43.185067;NÃO
K63;RIO DE JANEIRO - RJO C19 - GVT;PESQUISANDO;AVENIDA PARANAPUÃ, 668;-23.328706;-43.30235;NÃO
K64;RIO DE JANEIRO - RJO C06 - GVT;PESQUISANDO;AVENIDA SALVADOR ALLENDE, 6700;-23.004392;-43.434986;NÃO
K65;NITERÓI - NRI A52 - GVT;PESQUISANDO;ESTRADA CAETANO MONTEIRO, 253;-22.907469;-43.062336;NÃO
KBF;CABO FRIO - MINISTÉRIO PÚBLICO DO TRABALHO;PESQUISANDO;RUA FLORISMUNDO BATISTA MACHADO, 11;-22.881725;-42.0143;NÃO
KCT;RIO DE JANEIRO - CLIENTE CTBC CTIS 13 DE MAIO;PESQUISANDO;AVENIDA ALMIRANTE BARROSO CAIXA CS2-001-10 X AVENIDA RIO BRANCO;-22.909228;-43.177356;NÃO
KED;RIO DE JANEIRO - CLIENTE CTBC CTIS EDISE;PESQUISANDO;AVENIDA REPÚBLICA DO CHILE PRÓXIMO A RUA LÉLIO GAMA, CAIXA FCEN-CS3#015-10;-22.909544;-43.179403;NÃO
KES;KELSON;AMERICAN TOWER;RUA CASTELO BRANCO, 256;-22.826917;-43.276419;NÃO
KFX;RIO DE JANEIRO - ITAÚ UNIBANCO RUA CAPITÃO FÉLIX;PESQUISANDO;RUA CAPITÃO FÉLIX, 34;-22.895436;-43.236842;NÃO
KGP;CAMPOS DE GOYTACAZES - PROCURADORIA DA REPÚBLICA;PESQUISANDO;PRAÇA SÃO SALVADOR, 62 SALAS 411 A 416;-21.756;-41.323;NÃO
KGT;CAMPOS DOS GOYTACAZES - PROCURADORIA REGIONAL DO TRABALHO;PESQUISANDO;RUA GIL DE GOIS, 291;-21.753;-41.332;NÃO
KKB;RIO DE JANEIRO - COTAÇÃO CÂMBIO;PESQUISANDO;RUA LAURO MULLER, 116 18º SALA 1801 TORRE RIO SUL;-22.956975;-43.175969;NÃO
KLG;CASCADURA - KALUNGA COMERCIO E INDUSTRIA GRAFICA LTDA;PESQUISANDO;AVENIDA DOM HÉLDER CÂMARA, 9783;-22.883333;-43.321667;NÃO
KME;MACAÉ - CONCENTRADORA MACAÉ;PESQUISANDO;RUA JORNALISTA CARLOS LACERDA, S/N;-22.376108;-41.791325;NÃO
KNV;PETRÓPOLIS - CORONEL VEIGA;PESQUISANDO;RUA CORONEL VEIGA, 733 CONDOMÍNIO EDIFÍCIO VILLAR IMPERIAL;-22.525794;-43.192939;NÃO
KPF;RIO DE JANEIRO - CLIENTE CTBC PRAÇA FLORIANO;PESQUISANDO;AVENIDA SENADOR DANTAS X RUA DO PASSEIO, FCEN-CS3#009-09;-22.910908;-43.176169;NÃO
KT2;RIO DE JANEIRO - CLIENTE CTBC TELESOLUÇÕES II;PESQUISANDO;RUA SENADOR POMPEU X RUA ALEXANDRE MAKENZIE, CAIXA CS2#017-13;-22.900275;-43.190314;NÃO
KTS;RIO DE JANEIRO - CLIENTE CTBC TELESOLUÇÕES;PESQUISANDO;RUA SENADOR POMPEU, ENTRE RUA CAMERINO E TRAVESSA CORONEL JULIÃO, CS3#013-13;-22.899467;-43.186186;NÃO
KUR;KURUMÁ BARRA;PESQUISANDO;AV. DAS AMERICAS, 2251;-23.001883;-43.330561;NÃO
KX7;RIO DE JANEIRO - RJRJO_G1I65 - GVT;PESQUISANDO;RUA TIROL, 814;-22.93935;-43.334872;NÃO
KXS;DUQUE DE CAXIAS - ÁREAS COMUNS CAXIAS SHOPPING;PESQUISANDO;RODOVIA WASHINGTON LUÍS, 2895 BR 116 ÁREAS COMUNS DO CAXIAS SHOPPING;-22.754286;-43.286103;NÃO
L01;RIO DE JANEIRO - LOJA BOOM;PESQUISANDO;ESTRADA DO MENDANHA, 555 LOJA 114;-22.884153;-43.557508;NÃO
L02;R.PRUD. MORAIS C/TEIXEIRA DE M;PESQUISANDO;RUA PRUDENTE DE MORAIS, 237;-22.984917;-43.19875;NÃO
L03;R.BR. TORRE C/R.TEIXEIRA DE M;PESQUISANDO;RUA PRUDENTE DE MORAIS 237 - IPANEMA,;-22.983019;-43.198361;NÃO
L04;R.NASC.SILVA C/ R.FARME DE AMO;PESQUISANDO;RUA FARME DE AMOEDO,122;-22.981917;-43.200639;NÃO
L05;SHOP CELL (REVENDA);PESQUISANDO;RUA CANDICO BENICIO 1600 BL 3 LJ I;-22.895817;-43.35105;NÃO
L06;CELULAR E CIA (REVENDA);PESQUISANDO;AV GETÚLIO VARGAS, 1277;00.0000;00.0000;NÃO
L07;L07;PESQUISANDO;RUA JOANA ANGÉLICA, 192;-22.981722;-43.204917;NÃO
L08;EPITA. PESSOA C/ALBERTO CAMPOS;PESQUISANDO;RUA JOANA ANGÉLICA, 192;-22.98025;-43.206333;NÃO
L09;R.REDENTOR C/R.GARCIA DÁVILA;PESQUISANDO;RUA ALBERTO CAMPOS 242 (POSTO TEXACO);-22.981694;-43.208833;NÃO
L10;REAL CENTER;PESQUISANDO;AVENIDA SANTA CRUZ, 1370 LOJA A;-22.877458;-43.436497;NÃO
L11;R.VISC.DE PIRAJA C/R.ANIBAL DE;PESQUISANDO;RUA VISCONDE DE PIRAJÁ, 547;-22.983111;-43.211167;NÃO
L12;STATION SHOPPING;PESQUISANDO;AVENIDA MARACANÃ, 987 AUC 118 PISO L1-TIJUCA SHOPPING;00.0000;00.0000;NÃO
L13;BORGES DE MEDEIROS;PESQUISANDO;AVENIDA BORGES DE MEDEIROS, 219 (POSTO BR PRÓX AO CLUBE MONTE LÍBANO);-22.979083;-43.216306;NÃO
L14;COTRIM CELULAR (REVENDA);PESQUISANDO;RUA DA ALFÂNDEGA, 80 LOJA B;-22.901878;-43.179497;NÃO
L15;AV.GEN.S.MARTIN C/AF.DE MELLO;PESQUISANDO;RUA GENERAL SAN MARTIN, 156;-22.984139;-43.217333;NÃO
L16;L16;PESQUISANDO;RUA AV GENERAL SAN MARTIN 156 - APTº 202 - RIO DE JANEIRO,;-22.983194;-43.219806;NÃO
L18;RIO DE JANEIRO - DIDICO COMERCIO CONSULTORIA E ASSESSORIA LTDA;PESQUISANDO;AVENIDA BARTOLOMEU MITRE, 254;-22.984533;-43.222831;NÃO
L19;L19;PESQUISANDO;RUA CARLOS GÓIS 263,;-22.981689;-43.222689;NÃO
L1X;VISCONDE DE ALBUQUERQUE 2;PESQUISANDO;AVENIDA VISCONDE DE ALBUQUERQUE, 1225 - CASA;-22.9803;-43.226519;NÃO
L20;AV. ATAULFO PAIVA C/ B. MITRE;PESQUISANDO;RUA HUMBERTO DE CAMPOS, 827;-22.983769;-43.223081;NÃO
L21;DUQUE DE CAXIAS - CELULAR STATION CAXIAS SHOPPING;PESQUISANDO;RODOVIA WASHINGTON LUIZ, 2895 BR 116 CAXIAS SHOPPING;-22.754286;-43.286103;NÃO
L22;CELULAR STATION (REVENDA);PESQUISANDO;AVENIDA PASTOR MARTIN LUTHER KING JR-126 SHOPING NOVA AMÉRICA;-22.878378;-43.272683;NÃO
L23;RIO DE JANEIRO - LEBLON III;PESQUISANDO;AVENIDA ATAULFO DE PAIVA, 725;-22.982111;-43.227083;NÃO
L24;CASA DO CELULAR - ERPCAC COM E SERV LTDA (REVENDA);PESQUISANDO;AVENIDA ALBERTO BRAUNE, 33;00.0000;00.0000;NÃO
L25;PRAÇA SIBELIUS;PESQUISANDO;AVENIDA ALBUQUERQUE 685;-22.977861;-43.226028;NÃO
L26;PRAÇA SANTOS DUMONT;PESQUISANDO;AVENIDA AV BARTOLOMEU MITRE, 905 - LEBLON,;-22.974222;-43.226028;NÃO
L27;NET CELULARES (REVENDA);PESQUISANDO;AVENIDA ALBERTO TORRES, 48;-21.754994;-41.324764;NÃO
L28;RIO DE JANEIRO - TELMIX BANGÚ SHOPPING;PESQUISANDO;RUA FONSECA, 240 LOJA 140 BANGÚ SHOPPING;-22.878342;-43.466619;NÃO
L29;JARD BOTANICO C/OLIVEIRA ROCHA;PESQUISANDO;RUA R JARDIM BOTÂNICO, C/ R OLIVEIRA ROCHA;-22.962083;-43.21575;NÃO
L2C;RIO DE JANEIRO - LARGO DA CARIOCA - CO SITE;PESQUISANDO;AVENIDA RIO BRANCO, 156 - TÉRREO;-22.907833;-43.17675;NÃO
L2F;RIO DE JANEIRO - LARGO DA SEGUNDA - CO SITE;PESQUISANDO;RUA SÃO FRANCISCO XAVIER, APARTAMENTO 202 TERRAÇO 2;-22.921558;-43.221358;NÃO
L2J;RIO DE JANEIRO - LOJA RUA VISCONDE DE PIRAJÁ - CO SITE;PESQUISANDO;RUA VISCONDE DE PIRAJÁ, 443;-22.983222;-43.207972;NÃO
L30;PARQUE LAGE;PESQUISANDO;RUA JARDIM BOTÂNICO COM AV BARTOLOMEU MITRE - JOCKEY CLUB;-22.960917;-43.212889;NÃO
L31;BORG. MEDEIROS C/FREI LEANDRO;PESQUISANDO;RUA BORGE DE MEDEIROS, 3535;-22.96225;-43.206917;NÃO
L32;PRAÇA HENRIQUE BRITO E CUNHA;PESQUISANDO;RUA JARDIM BOTÂNICO C/ ABELARDO LOBO - S/N°,;-22.959939;-43.204111;NÃO
L33;TUNEL DOIS IRMAOS 2 (MEIO);PESQUISANDO;TÚNEL DOIS IRMÃOS 2 - LADO LEBLON;-22.978722;-43.230833;NÃO
L34;CELULAR STATION (REVENDA);PESQUISANDO;RODOVIA WASHINGTON LUIZ, 2895;00.0000;00.0000;NÃO
L35;STARTEL TELEFONES (REVENDA);PESQUISANDO;RUA FELIPE CARDOSO, 540 - LJ 87 -CENTRO;-22.920911;-43.681656;NÃO
L36;TUNEL DOIS IRMAOS 3 (GAVEA) ;PESQUISANDO;TÚNEL DOIS IRMÃOS - ENTRE OS TÚNEIS,;-22.984269;-43.241269;NÃO
L37;TELECOM PÁDUA (REVENDA);PESQUISANDO;RUA DOS LEITES, 112;00.0000;00.0000;NÃO
L38;SHOPCELL TIJUCA - LR COM DE APARELHOS LTDA (REVENDA);PESQUISANDO;RUA CONDE DE BONFIM, 344;00.0000;00.0000;NÃO
L39;RIO DE JANEIRO - CURVA DO CALOMBO;PESQUISANDO;AVENIDA EPITÁCIO PESSOA 3856;-22.972319;-43.208228;NÃO
L3C;CABO FRIO - LEVEL 3 COMUNICAÇÕES;PESQUISANDO;ESTRADA VELHA ARRAIAL DO CABO, AEROPORTO DE CABO FRIO;-22.926203;-42.076867;NÃO
L40;CELULAR E CIA (REVENDA);PESQUISANDO;TRAVESSA MUNICIPAL, 12;00.0000;00.0000;NÃO
L41;CRONOLÓGICA (REVENDA);PESQUISANDO;RUA GOVERNADOR PORTELA  43, CENTRO;-22.469831;-43.826044;NÃO
L42;LAGOA 42;PESQUISANDO;AVENIDA BORGES DE MEDEIROS COM GENERAL GARZON (CLUBE PIRAQUÊ);-22.967194;-43.217556;NÃO
L43;TELMIX PLAZA NITERÓI - T4 RIO CELULAR LTDA (REVENDA);PESQUISANDO;RUA XV DE NOVEMBRO, 8 ESPAÇO 116;00.0000;00.0000;NÃO
L44;CASA DO CELULAR 2 (REVENDA);PESQUISANDO;AVENIDA RAUL SOUTO MAIOR, 284;00.0000;00.0000;NÃO
L45;PLAYNET (REVENDA);PESQUISANDO;PRAÇA TEIXEIRA SOARES, 220;00.0000;00.0000;NÃO
L46;CASA DO CELULAR (REVENDA);PESQUISANDO;RUA TENENTE CORONEL CARDOSO, 445, LJ 7;00.0000;00.0000;NÃO
L47;CELULAR E CIA (REVENDA);PESQUISANDO;RUA EMILIO GUADANY, 1888;00.0000;00.0000;NÃO
L48;EVOLUTION BELFORD ROXO (REVENDA);PESQUISANDO;AVENIDA BOULEVARD, 215 - LOJA C;00.0000;00.0000;NÃO
L49;RIO DE JANEIRO - 333 COMERCIO E COMUN. - LJ DOWNTOWN;PESQUISANDO;AVENIDA DAS AMÉRICAS, 500;-23.003567;-43.317311;NÃO
L50;RIO DE JANEIRO - 333 COMERCIO E COMUN. LJ NORTE SHOPPING;PESQUISANDO;AVENIDA DOM HELDER CAMARA, 5474;-22.886064;-43.280556;NÃO
L51;VON MARTIUS;PESQUISANDO;RUA VON MARTIUS 22,;-22.964439;-43.221269;NÃO
L52;CELULAR STATION (REVENDA);PESQUISANDO;AVENIDA MARACANÃ,987 AUC 118 PISO L1 - TIJUCA;-22.921928;-43.235372;NÃO
L53;CRONOLÓGICA (REVENDA);PESQUISANDO;RUA PORTO ROCHA 84;-22.878861;-42.018456;NÃO
L54;DUQUE DE CAXIAS - TELMIX CAXIAS SHOPPING;PESQUISANDO;RODOVIA WASHINGTON LUIZ, 2895 BR 116 LOJA 204A CAXIAS SHOPPING;-22.754286;-43.286103;NÃO
L55;ARARUAMA - CRONO LOGICA TELEFONIA AVANCADA DE VOLTA REDONDA LTDA;PHOENIX (BTS);AVENIDA GETULIO VARGAS, 463;-22.872442;-42.336661;NÃO
L58;CELULAR STATION (REVENDA);PESQUISANDO;ESTRADA DO PORTELA, 222 LJ 306A - MADUREIRA;00.0000;00.0000;NÃO
L59;RIO DE JANEIRO - LOJA DO SHOPPING CARIOCA;PESQUISANDO;AVENIDA VICENTE DE CARVALHO, 909 1º PAVIMENTO QUIOSQUE 7 CARIOCA SHOPPING;-22.848906;-43.311319;NÃO
L60;TELMIX - JLAINE TELECOMUNICAÇÕES LTDA (REVENDA);PESQUISANDO;RUA XV DE NOVEMBRO, 08 - LOJA 109;00.0000;00.0000;NÃO
L61;NAHLA SUCESSO COMÉRCIO DE CELULARES LTDA - TELE VIVO;PESQUISANDO;ESTRADA TERESÓPOLIS-FRIBURGO KM 27.7 LJ 04-A, 3º DISTRITO- BONSUCESSO;00.0000;00.0000;NÃO
L62;BOOM (REVENDA);PESQUISANDO;AVENIDA GOVERNADR AMARAL PEIXOTO, 427;-22.75875;-43.451722;NÃO
L63;NITEROI - FONCEL TELECOMUNICACOES LTDA (REVENDA);PESQUISANDO;AVENIDA VISCONDE DO RIO BRANCO,360;-22.891778;-43.120028;NÃO
L65;BOOM CELULAR - CAXIAS;PESQUISANDO;AV. PRESIDENTE KENNEDY;00.0000;00.0000;NÃO
L66;TELMIX PARK SHOPPING (REVENDA);PESQUISANDO;ESTRADA DO MONTEIRO, 1200 - LOJA 102 U;-22.929925;-43.5741;NÃO
L67;CELULAR STATION - GRANDE RIO (REVENDA);PESQUISANDO;EST ARTHUR ANTONIO SENDAS, 111, E LOJA 236 E 237;-22.798956;-43.351083;NÃO
L90;LOUNGE SHOPPING VILLAGE MALL;PESQUISANDO;AVENIDA DAS AMÉRICAS, 3900;-22.998603;-43.35105;NÃO
LAA;LOJA ARARUAMA;PESQUISANDO;AVENIDA ARARUAMA, 163 - LOJA 01 - CENTRO;-22.873397;-42.334442;NÃO
LAB;LINHA AMARELA ABOLIÇÃO;PESQUISANDO;EM BUSCA.;00.0000;00.0000;NÃO
LAC;RJCOB11MEI08_S01;PESQUISANDO;SITE EM BUSCA;00.0000;00.0000;NÃO
LAD;RIO CHENS IMPORTADORA E EXPORTADORA LTDA M E;PESQUISANDO;RUA BITTENCOURT SAMPAIO, 230 - ENTRADA P/ SULP 188 - SALA 005;-22.854656;-4.245486;NÃO
LAE;LINHA AMARELA ELDORADO GREEN;PESQUISANDO;SITE EM BUSCA;-22.932389;-43.345214;NÃO
LAF;LAR FLUMINENSE;PESQUISANDO;EM BUSCA.;00.0000;00.0000;NÃO
LAG;LABORATORIOS MEDICOS DR SERGIO FRANCO LTDA;PESQUISANDO;RUA XAVIER PINHEIRO, 439;-22.800447;-43.293617;NÃO
LAL;LEME AMERICO LEAL;PESQUISANDO;AVENIDA ATLANTICA ESQUINA COM RUA AURELINO LEAL;-22.963042;-43.167603;NÃO
LAM;LINHA AMARELA MANGUINHOS;PESQUISANDO;POSTE DE ILUMINAÇÃO DA LAMSA SOBRE O VIADUTO DE MANGUINHOS;-22.871019;-43.246311;NÃO
LAP;RIO DE JANEIRO - LINHA AMARELA PECHINCHA;PESQUISANDO;AVENIDA CARLOS LACERDA, S/Nº;-22.927869;-43.342439;NÃO
LAR;LAB RJ;PESQUISANDO;AVENIDA AYRTON SENNA, 2200;-22.991631;-43.364156;NÃO
LAT;LAMBERT;PESQUISANDO;SITE EM BUSCA;-22.750486;-43.447597;NÃO
LAV;RIO DE JANEIRO - LAVRADIO;ATC;AV MEM DE SA, 93;-22.913194;-43.1825;SIM
LAW;LINHA AMARELA EDGARD WERNECK;PESQUISANDO;RUA SALOMÃO, S/N (ESQUINA COM TRAVESSA R;-22.95156;-43.35726;SIM
LAX;LOJA ALLCENTER XEREM;PESQUISANDO;RUA PASTOR AVELINO DE SOUZA;-22.5879;-43.304569;NÃO
LB2;LOJA BARRA SHOPPING 2;PESQUISANDO;AV. DAS AMÉRICAS 4660 - BARRA SHOPPPING - LOJA 218A;-22.997889;-43.352281;SIM
LBC;LOJA BOULEVARD SHOPPING CAMPOS;PESQUISANDO;AV. DOUTOR SILVIO BASTOS TAVARES, 330;-21.753706;-41.343675;NÃO
LBE;LABORATORIOS MEDICOS DR SERGIO FRANCO LTDA;PESQUISANDO;RUA XAVIER PINHEIRO, 439;-22.798683;-43.290556;NÃO
LBI;LUSO BRASILEIRO ILHA;SBA TORRES BRASIL;AVENIDA CARLOS MEZIANO, 337;-22.79955;-43.208558;NÃO
LBJ;LOBO JUNIOR;AMERICAN TOWER;RUA CONDE DE AGROLONGO;-22.834125;-43.275911;NÃO
LBL;RIO DE JANEIRO - LUIZ BELTRAO;AMERICAN TOWER;RUA LUIZ BELTRAO, 886;-22.89052;-43.36196;NÃO
LBN;LOTEAMENTO BOA ESPERANÇA;PESQUISANDO;PESQUISANDO;-22.79216;-43.05243;NÃO
LBS;RIO DE JANEIRO - LOJA 101 BARRASHOPPING;PESQUISANDO;AVENIDA DAS AMÉRICAS, 4666 LOJA 101 A BARRASHOPPING;-22.998356;-43.356447;NÃO
LBT;LARGO DA BATALHA;PESQUISANDO;RUA NOSSA SENHORA DE FÁTIMA;-22.910761;-43.065681;NÃO
LC1;RIO DE JANEIRO - 333 COMERCIO E COMUN. - LJ AV BRANCO;PESQUISANDO;AVENIDA RIO BRANCO, 156;-22.906606;-43.177731;NÃO
LCA;RIO DE JANEIRO - LARGO DA CARIOCA;BR TOWERS,BR TOWERS (ANTIGA);AVENIDA RIO BRANCO, 156  TÉRREO;-22.906606;-43.177311;NÃO
LCB;LEBLON COBAL;PESQUISANDO;SITE EM BUSCA;-22.979954;-43.222595;NÃO
LCC;LOJA CENTER CELL;PESQUISANDO;AV. SÁVIO COTA DE ALMEIDA GAMA, PROXIMO AO 1617.;-22.497169;-44.104967;NÃO
LCJ;LARGO DO CAJUEIRO;PESQUISANDO;SITE EM BUSCA;-22.814389;-43.230372;NÃO
LCK;LÚCIO COSTA JOHN KENNEDY;PESQUISANDO;AVENIDA LUCIO COSTA;-23.01255;-43.32027;NÃO
LCL;LEBLON COBAL;PESQUISANDO;RUA CONDE DE BERNADOTTE 26 LEBLON;-22.98083;-43.22277;SIM
LCM;RIO DE JANEIRO - LUIS DE CAMOES;BR TOWERS,BR TOWERS (ANTIGA);RUA LUÍS DE CAMÕES, 93;-22.906375;-43.184296;SIM
LCN;LUCIO COSTA NOVA IPANEMA;PESQUISANDO;SITE EM BUSCA;-23.010578;-43.360978;NÃO
LCP;LUIS CARLOS PRESTES;K2 TOWER (BTS);AVENIDA JOÃO CABRAL DE MELLO NETTO, S/N;-22.992522;-43.361194;NÃO
LCT;LOCANTY CAXIAS;PESQUISANDO;RUA FERREIRA VIANA, 450;-22.797206;-43.292042;NÃO
LCW;LUCIO COSTA WATERWAYS;PESQUISANDO;AVENIDA LUCIO COSTA, 4600;-23.009639;-43.343867;NÃO
LCX;DUQUE DE CAXIAS - LOJA RUA MANOEL CORRÊA;PESQUISANDO;RUA MANOEL CORREA, 22;-22.372839;-22.372839;NÃO
LCY;TERESÓPOLIS - LAGO COMARY;PESQUISANDO;AVENIDA HERCILIO FERREIRA DOS SANTOS, S/N;-22.450856;-42.977203;NÃO
LDA;ARARUAMA - LAGOA DE ARARUAMA;ATC;RUA REPUBLICA DO CHILE, 69;-22.873134;-42.334318;NÃO
LDB;RIO DE JANEIRO - LARGO DO BENFICA;ATC;AVENIDA DOM HELDER CAMARA, 56;-22.891461;-43.240319;SIM
LDC;CAMPOS DOS GOYTACAZES - LAGOA DE CIMA;PESQUISANDO;PESQUISANDO;-21.779832;-41.509757;NÃO
LDD;LADEIRA DO DURÃO;AMERICAN TOWER;RUA CANDIDO MENDES, 335;-22.920486;-43.180094;NÃO
LDG;RIO DE JANEIRO - LADEIRA DOS GUARARAPES;BR TOWERS,BR TOWERS (ANTIGA);RUA CONSELHEIRO LAMPREIA, 484;-22.942689;-43.206458;NÃO
LDI;SÃO JOÃO DE MERITI - LINDA IMÓVEIS;PESQUISANDO;RUA HERMÓGENES FONTES, 200;-22.802375;-43.366497;NÃO
LDJ;RIO DE JANEIRO - LARGO DO JOÁ;CLARO;RUA JOSÉ PANCETTI X RUA PASCOAL SEGRETO;-23.011944;-43.290278;SIM
LDM;MACAÉ - LAGOA DE MACAÉ;AMERICAN TOWER;RODOVIA AMAREL PEIXOTO, LOTE 491;-22.404485;-41.839854;NÃO
LDP;LAGOA DE PIRATININGA;PESQUISANDO;AVENIDA DOUTOR ACÚRCIO TORRES - QD 274 - LT 05;-22.953808;-43.075635;NÃO
LE1;REMOTA TUNEL LEME 1;PESQUISANDO;PESQUISANDO;-22.96104;-43.1759;NÃO
LEB;RIO DE JANEIRO - LEBLON;SBA TORRES BRASIL,TELEMAR;RUA HUMBERTO CAMPOS, 425;-22.981897;-43.219284;NÃO
LEC;LUMIAR ESTRADA DO CEMITÉRIO;SP TORRES (ANTIGA);ESTRADA DO CEMITÉRIO;-22.354861;-42.30455;NÃO
LEG;RIO DE JANEIRO - LELIO GAMA;PESQUISANDO;RUA LELIO GAMA S/N;-22.910101;-43.178326;NÃO
LEL;LOJA ELITE BELFORD ROXO;TELXIUS;AV BENJAMIM PINTO DIAS, 1372;-22.763278;-43.400972;NÃO
LEM;RIO DE JANEIRO - LEME;TELEMAR;AVENIDA PRINCESA IZABEL, 320;-22.961914;-43.174242;NÃO
LES;LARGO DO ESTÁCIO;PESQUISANDO;RUA MAIA LACERDA, 88;-22.915;-43.20542;NÃO
LFF;LOJA FAST FIX;PESQUISANDO;AVENIDA NOSSA SENHORA DE COPACABANA, 978;-22.9764;-43.1905;NÃO
LFN;NOVA IGUAÇU - LAFAIETE NOVA IGUAÇU;TELXIUS;RUA MINISTRO LAFAIETE DE ANDRADE, 1683;-22.758667;-43.480261;NÃO
LFO;RIO DE JANEIRO - LARGO SÃO FRANCISCO DE PAULA;BR TOWERS,BR TOWERS (ANTIGA);LARGO SÃO FRANCISCO DE PAULA, 26 5º ANDAR;-22.904779;-43.180848;NÃO
LFR;RIO DE JANEIRO - LAGOA FIRST RESIDENCE;PESQUISANDO;POSTE RIO LUZ, ENTRE AS RUAS FONTE DA SAUDADE E AV EPITÁCIO PESSOA;-22.967464;-43.203706;NÃO
LFS;LAGOA FIRST RESIDENCE;PESQUISANDO;AVENIDA EPITÁCIO PESSOA Nº4560;-22.967469;-43.203711;NÃO
LGA;LAGOA DE ARARUAMA;PESQUISANDO;RUA GETÚLIO VARGAS, 111;-22.874139;-42.339556;NÃO
LGB;RIO DE JANEIRO - LARGO DA BARRA;TELXIUS;RUA MARIA LUIZA PITANGA, S/Nº;-23.01085;-43.296822;NÃO
LGC;RIO DE JANEIRO - LARGO DO CATUMBI;SBA TORRES BRASIL,CLARO;RUA CATUMBI, 46;-22.914955;-43.195054;SIM
LGD;LAGOA DA PEDRA;SBA TORRES BRASIL,HIGHLINE (BTS);AVENIDA CARMEM CARNEIRO KM 10;-21.65727;-41.310668;NÃO
LGE;RIO DE JANEIRO - LIGHT ENERGIA;PESQUISANDO;AVENIDA MARECHAL FLORIANO, 168 4º ANDAR BLOCO 5;-22.902222;-43.186942;NÃO
LGG;LADY GAGA;PESQUISANDO;AVENIDA SALVADOR ALLENDE EM FRENTE AO PARQUE DOS ATLETAS;-22.979686;-43.408475;NÃO
LGI;LUIS GUIMARAES;BR TOWERS,BR TOWERS (ANTIGA);RUA ALEXANDRE CALAZA, 226;-22.919114;-43.260296;NÃO
LGJ;RIO DE JANEIRO - LAGOA DE JACAREPAGUÁ;PESQUISANDO;AVENIDA EMBAIXADOR ABELARDO BUENO;-22.971339;-43.400479;NÃO
LGL;LARGO DOS LEOES;PESQUISANDO;RUA SÃO CLEMENTE, Nº 15 - LARGO DOS LEÕES,;-22.951861;-43.196269;NÃO
